0.000000000000000000e+00 3.680201467126607895e+00 2.439202568360737455e+00
1.000000000000000000e+00 2.081354344263672829e+00 1.347963324614933622e+00
2.000000000000000000e+00 1.621015683747828007e+00 1.080795307244573289e+00
3.000000000000000000e+00 1.381413964089006186e+00 8.871015799897057352e-01
4.000000000000000000e+00 1.185689284000545740e+00 7.461927032896450429e-01
5.000000000000000000e+00 1.033467150758951902e+00 6.568840135421071258e-01
6.000000000000000000e+00 9.185755890794098377e-01 5.971432785902704987e-01
7.000000000000000000e+00 8.285155033227056265e-01 5.506373218127659230e-01
8.000000000000000000e+00 7.538113447371870279e-01 5.115233893905367646e-01
9.000000000000000000e+00 6.897026319056749344e-01 4.774822805609021947e-01
1.000000000000000000e+01 6.333889393135905266e-01 4.467987482036863134e-01
1.100000000000000000e+01 5.818908684886991978e-01 4.162213004061153798e-01
1.200000000000000000e+01 5.308953402563929558e-01 3.831335167799677088e-01
1.300000000000000000e+01 4.825353077612817287e-01 3.561410707022462652e-01
1.400000000000000000e+01 4.413092720787972212e-01 3.352968857756682963e-01
1.500000000000000000e+01 4.066443885676562786e-01 3.155095218015568359e-01
1.600000000000000000e+01 3.755372754530981183e-01 2.967470722006900208e-01
1.700000000000000000e+01 3.471465419279411435e-01 2.788281145372560887e-01
1.800000000000000000e+01 3.209273507818579674e-01 2.615902764456612961e-01
1.900000000000000000e+01 2.965076626278460026e-01 2.449235852275575831e-01
2.000000000000000000e+01 2.736447500647045672e-01 2.287989112415484139e-01
2.100000000000000000e+01 2.522083523217588663e-01 2.132602226255195521e-01
2.200000000000000000e+01 2.321046510187443346e-01 1.983097577467560768e-01
2.300000000000000000e+01 2.131073339260183275e-01 1.836128668593508817e-01
2.400000000000000000e+01 1.944662339810747653e-01 1.679031029343605042e-01
2.500000000000000000e+01 1.752411024790490046e-01 1.517018387759370424e-01
2.600000000000000000e+01 1.577195054851472378e-01 1.387763010071856595e-01
2.700000000000000000e+01 1.433307724219048396e-01 1.280762267165950485e-01
2.800000000000000000e+01 1.310658652073470876e-01 1.186832139002425290e-01
2.900000000000000000e+01 1.204197086481144652e-01 1.103159887050943755e-01
3.000000000000000000e+01 1.110966480555362068e-01 1.028241001934345339e-01
3.100000000000000000e+01 1.029339704327867366e-01 9.611502339664314276e-02
3.200000000000000000e+01 9.580620083579560742e-02 9.012196076634738928e-02
3.300000000000000000e+01 8.960831509102717973e-02 8.478918092857513911e-02
3.400000000000000000e+01 8.424510464465129189e-02 8.006591155260268933e-02
3.500000000000000000e+01 7.962770533231378067e-02 7.590363793341177445e-02
3.600000000000000000e+01 7.567174983159929980e-02 7.225427994438048118e-02
3.700000000000000000e+01 7.229675058715656633e-02 6.906997404127780682e-02
3.800000000000000000e+01 6.942621463713294361e-02 6.630247781452323907e-02
3.900000000000000000e+01 6.698762580890615936e-02 6.390373629983514547e-02
4.000000000000000000e+01 6.491339505623727746e-02 6.182648302222203129e-02
4.100000000000000000e+01 6.314129718873573438e-02 6.002458712152604348e-02
4.200000000000000000e+01 6.161497421840067545e-02 5.845432270351531151e-02
4.300000000000000000e+01 6.028486063246418780e-02 5.707520048599690199e-02
4.400000000000000000e+01 5.910801156887401930e-02 5.585075186432472000e-02
4.500000000000000000e+01 5.804850365375879839e-02 5.474907696147316566e-02
4.600000000000000000e+01 5.707714100075500507e-02 5.374313566634165290e-02
4.700000000000000000e+01 5.617046228702227140e-02 5.281072610107782894e-02
4.800000000000000000e+01 5.531062295524546979e-02 5.193409139506651589e-02
4.900000000000000000e+01 5.448411081147130908e-02 5.109932414987789634e-02
5.000000000000000000e+01 5.368107366998420282e-02 5.029588733201047906e-02
5.100000000000000000e+01 5.289435373436468524e-02 4.951586133185108957e-02
5.200000000000000000e+01 5.211920099215716640e-02 4.875355334453550932e-02
5.300000000000000000e+01 5.135232337690220916e-02 4.800478822601560169e-02
5.400000000000000000e+01 5.059155852224428429e-02 4.726666504367520866e-02
5.500000000000000000e+01 4.983565526798994227e-02 4.653725665411911905e-02
5.600000000000000000e+01 4.908383282579453777e-02 4.581521390355192125e-02
5.700000000000000000e+01 4.833571599452657352e-02 4.509965810575522482e-02
5.800000000000000000e+01 4.759113071404730277e-02 4.439000541294392532e-02
5.900000000000000000e+01 4.684996608474456536e-02 4.368588456418365240e-02
6.000000000000000000e+01 4.611225246936867528e-02 4.298712973832152784e-02
6.100000000000000000e+01 4.537800079504283879e-02 4.229357801419349888e-02
6.200000000000000000e+01 4.464718398395062238e-02 4.160508360239743852e-02
6.300000000000000000e+01 4.391972812555344774e-02 4.092165794905407855e-02
6.400000000000000000e+01 4.319565156058757793e-02 4.024323090561665595e-02
6.500000000000000000e+01 4.247479740105930546e-02 3.956967282283585519e-02
6.600000000000000000e+01 4.175692383207518787e-02 3.890100206730754545e-02
6.700000000000000000e+01 4.104182197248462671e-02 3.823711657397715208e-02
6.800000000000000000e+01 4.032922663158444720e-02 3.757808125270197669e-02
6.900000000000000000e+01 3.961891785371562946e-02 3.692389677494897077e-02
7.000000000000000000e+01 3.891045555033656456e-02 3.627474090899340808e-02
7.100000000000000000e+01 3.820375565192080103e-02 3.563089573955429551e-02
7.200000000000000000e+01 3.749856935624507059e-02 3.499293342922880912e-02
7.300000000000000000e+01 3.679503601392752898e-02 3.436170076020061970e-02
7.400000000000000000e+01 3.609348100934539616e-02 3.373840988310154027e-02
7.500000000000000000e+01 3.539466162726512266e-02 3.312474321657126602e-02
7.600000000000000000e+01 3.469980614300993693e-02 3.252254214645030478e-02
7.700000000000000000e+01 3.401058923236632836e-02 3.193380875122135004e-02
7.800000000000000000e+01 3.332908592614103327e-02 3.136022513873675671e-02
7.900000000000000000e+01 3.265750711068449164e-02 3.080284035344707863e-02
8.000000000000000000e+01 3.199780089749992840e-02 3.026164725971674380e-02
8.100000000000000000e+01 3.135133888162044968e-02 2.973585987872086681e-02
8.200000000000000000e+01 3.071875453821348856e-02 2.922435812537774527e-02
8.300000000000000000e+01 3.010014583310294256e-02 2.872607671812537483e-02
8.400000000000000000e+01 2.949511602446364122e-02 2.824054207695780860e-02
8.500000000000000000e+01 2.890317099428330039e-02 2.776755083566203805e-02
8.600000000000000000e+01 2.832389776915533730e-02 2.730753604937977488e-02
8.700000000000000000e+01 2.775688039827173270e-02 2.686093844321086471e-02
8.800000000000000000e+01 2.720181235368102080e-02 2.642806503383456421e-02
8.900000000000000000e+01 2.665846204466504332e-02 2.600941399962916276e-02
9.000000000000000000e+01 2.612658807292689289e-02 2.560526418187488926e-02
9.100000000000000000e+01 2.560590968179354832e-02 2.521560341059268448e-02
9.200000000000000000e+01 2.509623069384048222e-02 2.484054373425286649e-02
9.300000000000000000e+01 2.459731748303539689e-02 2.447987211845819439e-02
9.400000000000000000e+01 2.410889500886348458e-02 2.413344127723706170e-02
9.500000000000000000e+01 2.363071367310976001e-02 2.380107479439175222e-02
9.600000000000000000e+01 2.316248896526884593e-02 2.348223397997831544e-02
9.700000000000000000e+01 2.270400160481944596e-02 2.317683040018891916e-02
9.800000000000000000e+01 2.225490578811006870e-02 2.288429120224983598e-02
9.900000000000000000e+01 2.181500398958524656e-02 2.260473728113408451e-02
1.000000000000000000e+02 2.138401141985468712e-02 2.233769302672174509e-02
1.010000000000000000e+02 2.096179000261333414e-02 2.208327840136397463e-02
1.020000000000000000e+02 2.054821152804642281e-02 2.184140516328625381e-02
1.030000000000000000e+02 2.014310677225417123e-02 2.161208038367996159e-02
1.040000000000000000e+02 1.974658898268633056e-02 2.139563531506740238e-02
1.050000000000000000e+02 1.935876601292219057e-02 2.119216406260550703e-02
1.060000000000000000e+02 1.897991103342144825e-02 2.100165687027453695e-02
1.070000000000000000e+02 1.861031973574833742e-02 2.082356174443183300e-02
1.080000000000000000e+02 1.825037988308619852e-02 2.065729015157558024e-02
1.090000000000000000e+02 1.790039030680867782e-02 2.050086942784088914e-02
1.100000000000000000e+02 1.756053583299999055e-02 2.035213366200748150e-02
1.110000000000000000e+02 1.723077433231989808e-02 2.020825360835130577e-02
1.120000000000000000e+02 1.691099028364084766e-02 2.006662534716139798e-02
1.130000000000000000e+02 1.660083362278552688e-02 1.992460023861245336e-02
1.140000000000000000e+02 1.629998267125598588e-02 1.978037487216560003e-02
1.150000000000000000e+02 1.600805383137648974e-02 1.963277701621076940e-02
1.160000000000000000e+02 1.572475293046449174e-02 1.948150437757639047e-02
1.170000000000000000e+02 1.544992085525298542e-02 1.932692407197984102e-02
1.180000000000000000e+02 1.518347860582736075e-02 1.917006718161116605e-02
1.190000000000000000e+02 1.492536147698197979e-02 1.901176296606926081e-02
1.200000000000000000e+02 1.467549378558652418e-02 1.885314746427216651e-02
1.210000000000000000e+02 1.443386128355728104e-02 1.869495629632313485e-02
1.220000000000000000e+02 1.420039373077464084e-02 1.853823112989110705e-02
1.230000000000000000e+02 1.397500257570483129e-02 1.838344234108392830e-02
1.240000000000000000e+02 1.375761748552817298e-02 1.823136504806046124e-02
1.250000000000000000e+02 1.354808108167698810e-02 1.808183024903493169e-02
1.260000000000000000e+02 1.334619624948968353e-02 1.793525711816203530e-02
1.270000000000000000e+02 1.315181412035038022e-02 1.779151596045786682e-02
1.280000000000000000e+02 1.296467105735610303e-02 1.765045198512130500e-02
1.290000000000000000e+02 1.278462787976542003e-02 1.751188343457345600e-02
1.300000000000000000e+02 1.261132369910267226e-02 1.737508979775676671e-02
1.310000000000000000e+02 1.244454258533767010e-02 1.723978681340148505e-02
1.320000000000000000e+02 1.228397756656196549e-02 1.710547512214231555e-02
1.330000000000000000e+02 1.212938255762363582e-02 1.697154887785603042e-02
1.340000000000000000e+02 1.198040786374132693e-02 1.683747822452070358e-02
1.350000000000000000e+02 1.183682206480651811e-02 1.670298163246895437e-02
1.360000000000000000e+02 1.169837297899811723e-02 1.656768243576932018e-02
1.370000000000000000e+02 1.156474056784517757e-02 1.643098985576735976e-02
1.380000000000000000e+02 1.143562483554383391e-02 1.629276606087972160e-02
1.390000000000000000e+02 1.131086216091503616e-02 1.615275738212013784e-02
1.400000000000000000e+02 1.119014833837184142e-02 1.601073921275591311e-02
1.410000000000000000e+02 1.107328221885395259e-02 1.586658491370534357e-02
1.420000000000000000e+02 1.096002243687399513e-02 1.572025160255309875e-02
1.430000000000000000e+02 1.085017315424519069e-02 1.557161044911481440e-02
1.440000000000000000e+02 1.074351422437480608e-02 1.542063638667709111e-02
1.450000000000000000e+02 1.063990958592953007e-02 1.526743067993915556e-02
1.460000000000000000e+02 1.053912336323992172e-02 1.511202187975868583e-02
1.470000000000000000e+02 1.044103782360622512e-02 1.495435953256674111e-02
1.480000000000000000e+02 1.034551707120456854e-02 1.479463156179658054e-02
1.490000000000000000e+02 1.025240322407938720e-02 1.463311646615953268e-02
1.500000000000000000e+02 1.016161286597672131e-02 1.446990904514677823e-02
1.510000000000000000e+02 1.007302126429010514e-02 1.430504370780129493e-02
1.520000000000000000e+02 9.986535725325929036e-03 1.413894960673392834e-02
1.530000000000000000e+02 9.902085369600133191e-03 1.397163967651847243e-02
1.540000000000000000e+02 9.819608265597579155e-03 1.380354563921823083e-02
1.550000000000000000e+02 9.739059784578896206e-03 1.363494195226979018e-02
1.560000000000000000e+02 9.660405414396500134e-03 1.346616581681051375e-02
1.570000000000000000e+02 9.583625186700084342e-03 1.329750753107613800e-02
1.580000000000000000e+02 9.508684611848089441e-03 1.312932159219469368e-02
1.590000000000000000e+02 9.435584575227640158e-03 1.296169369015842676e-02
1.600000000000000000e+02 9.364299328407987844e-03 1.279520455032720147e-02
