-1.187993431091308594e+01 -1.178469467163085938e+01
-1.187373924255371094e+01 -1.177914428710937500e+01
-1.187743854522705078e+01 -1.178159523010253906e+01
-1.188033485412597656e+01 -1.178561878204345703e+01
-1.188228416442871094e+01 -1.177776908874511719e+01
-1.188599777221679688e+01 -1.178201007843017578e+01
-1.182644844055175781e+01 -1.168554973602294922e+01
-1.183800220489501953e+01 -1.169851112365722656e+01
-1.182536125183105469e+01 -1.169233798980712891e+01
-1.184786510467529297e+01 -1.171436691284179688e+01
-1.180894184112548828e+01 -1.167500400543212891e+01
-1.183009624481201172e+01 -1.169758129119873047e+01
-1.184076213836669922e+01 -1.158123874664306641e+01
-1.184083652496337891e+01 -1.158171844482421875e+01
-1.183798980712890625e+01 -1.157917213439941406e+01
-1.184538269042968750e+01 -1.158741950988769531e+01
-1.180626583099365234e+01 -1.157268619537353516e+01
-1.181633090972900391e+01 -1.158391475677490234e+01
-1.192800235748291016e+01 -1.184468364715576172e+01
-1.192771434783935547e+01 -1.184494400024414062e+01
-1.190125560760498047e+01 -1.184499835968017578e+01
-1.190067291259765625e+01 -1.184547805786132812e+01
-1.189991092681884766e+01 -1.184526062011718750e+01
-1.189943504333496094e+01 -1.184519004821777344e+01
-1.187459564208984375e+01 -1.184460067749023438e+01
-1.187428188323974609e+01 -1.184524059295654297e+01
-1.187447643280029297e+01 -1.184495067596435547e+01
-1.187386798858642578e+01 -1.184528160095214844e+01
-1.184896564483642578e+01 -1.184510326385498047e+01
-1.184892177581787109e+01 -1.184464263916015625e+01
-1.184886169433593750e+01 -1.184488391876220703e+01
-1.184865379333496094e+01 -1.184484004974365234e+01
-1.182540130615234375e+01 -1.184503746032714844e+01
-1.182513141632080078e+01 -1.184405422210693359e+01
-1.182553195953369141e+01 -1.184462070465087891e+01
-1.182545089721679688e+01 -1.184475994110107422e+01
-1.180432891845703125e+01 -1.184313869476318359e+01
-1.180458068847656250e+01 -1.184504890441894531e+01
-1.180508327484130859e+01 -1.184540557861328125e+01
-1.180531597137451172e+01 -1.184513282775878906e+01
-1.178980159759521484e+01 -1.184529876708984375e+01
-1.178962421417236328e+01 -1.184533691406250000e+01
-1.178979682922363281e+01 -1.184527587890625000e+01
-1.178981590270996094e+01 -1.184534645080566406e+01
-1.177837657928466797e+01 -1.184510517120361328e+01
-1.177792739868164062e+01 -1.184447193145751953e+01
-1.177811717987060547e+01 -1.184506797790527344e+01
-1.177726364135742188e+01 -1.184372234344482422e+01
-1.177157878875732422e+01 -1.184490013122558594e+01
-1.177176952362060547e+01 -1.184520435333251953e+01
-1.177173614501953125e+01 -1.184518146514892578e+01
-1.177022838592529297e+01 -1.184444046020507812e+01
-1.176969432830810547e+01 -1.184525775909423828e+01
-1.176951980590820312e+01 -1.184527587890625000e+01
-1.176942825317382812e+01 -1.184474372863769531e+01
-1.176945209503173828e+01 -1.184492969512939453e+01
-1.177128505706787109e+01 -1.184464359283447266e+01
-1.177157592773437500e+01 -1.184522819519042969e+01
-1.177114582061767578e+01 -1.184489631652832031e+01
-1.177123928070068359e+01 -1.184500312805175781e+01
-1.177751255035400391e+01 -1.184528541564941406e+01
-1.177740859985351562e+01 -1.184510612487792969e+01
-1.177757644653320312e+01 -1.184530830383300781e+01
-1.177741146087646484e+01 -1.184488010406494141e+01
-1.178610897064208984e+01 -1.184513473510742188e+01
-1.178649425506591797e+01 -1.184529972076416016e+01
-1.178639984130859375e+01 -1.184530544281005859e+01
-1.178649616241455078e+01 -1.184530162811279297e+01
-1.179611778259277344e+01 -1.184395408630371094e+01
-1.179757213592529297e+01 -1.184534358978271484e+01
-1.179715538024902344e+01 -1.184499359130859375e+01
-1.179704666137695312e+01 -1.184480667114257812e+01
-1.180998229980468750e+01 -1.184533882141113281e+01
-1.180983257293701172e+01 -1.184508514404296875e+01
-1.180862712860107422e+01 -1.184394645690917969e+01
-1.180978679656982422e+01 -1.184506607055664062e+01
-1.182324600219726562e+01 -1.184542179107666016e+01
-1.182313823699951172e+01 -1.184529876708984375e+01
-1.182300853729248047e+01 -1.184532833099365234e+01
-1.182292366027832031e+01 -1.184512710571289062e+01
-1.183606147766113281e+01 -1.184534740447998047e+01
-1.183603477478027344e+01 -1.184504890441894531e+01
-1.183513641357421875e+01 -1.184420108795166016e+01
-1.183535003662109375e+01 -1.184433460235595703e+01
-1.184839344024658203e+01 -1.184526920318603516e+01
-1.184809303283691406e+01 -1.184486103057861328e+01
-1.184822177886962891e+01 -1.184529018402099609e+01
-1.184765720367431641e+01 -1.184437751770019531e+01
-1.178844165802001953e+01 -1.160948371887207031e+01
-1.178836059570312500e+01 -1.160962581634521484e+01
